Channel,ThetaPower,AlphaPower,BetaPower
Fp1,6.22002649307251,2.33886432647705,2.38166761398315
Fp2,5.75011968612671,2.03240489959717,1.70955979824066
F3,2.28286671638489,0.655983865261078,0.771936595439911
F4,5.83355808258057,1.86334586143494,1.56327664852142
C3,6.01267910003662,1.59890186786652,4.94087362289429
C4,3.51998329162598,0.908208191394806,0.782768368721008
P3,5.35605573654175,1.64706575870514,1.41544115543365
P4,4.23037576675415,1.25272846221924,1.21997427940369
O1,4.38655185699463,1.59555065631866,1.33459091186523
O2,5.23811626434326,1.6394499540329,1.31722581386566
F7,4.30766916275024,0.907345950603485,0.640073180198669
F8,6.0564489364624,2.5162718296051,2.34908294677734
T3,17.0319862365723,3.62634992599487,3.28383255004883
T4,3.2079930305481,1.03464698791504,0.979638397693634
T5,7.14989757537842,1.90647530555725,1.73896992206573
T6,3.39413571357727,0.962493777275085,0.934239566326141
Fz,6.1065673828125,1.99835073947906,1.91526877880096
Cz,2.93186545372009,1.19834125041962,1.60337841510773
Pz,3.59473180770874,1.13704609870911,0.801073789596558
